GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,GrpcAccessApprovalCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,HttpJsonAccessApprovalCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,AccessApprovalStubSettings.Builder,84,371,0,0,21,108,4,15,4,15
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,GrpcAccessApprovalStub,53,435,0,0,17,183,9,23,9,23
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,AccessApprovalStubSettings,28,152,1,3,7,57,5,24,4,23
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,AccessApprovalStub,50,3,0,0,10,1,10,1,10,1
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,AccessApprovalStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,AccessApprovalStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1.stub,HttpJsonAccessApprovalStub,50,846,0,0,16,328,8,42,8,42
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1,AccessApprovalAdminSettings,74,12,0,0,19,6,18,5,18,5
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1,AccessApprovalAdminClient.ListApprovalRequestsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1,AccessApprovalAdminClient.ListApprovalRequestsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1,AccessApprovalAdminClient,62,239,6,6,16,67,17,33,11,33
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1,AccessApprovalAdminClient.ListApprovalRequestsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-accessapproval,com.google.cloud.accessapproval.v1,AccessApprovalAdminSettings.Builder,63,19,0,0,19,5,14,4,14,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListAccessPoliciesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListServicePerimetersPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListAccessLevelsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListAccessLevelsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListAccessPoliciesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListServicePerimetersPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerSettings,219,12,0,0,67,6,47,5,47,5
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListGcpUserAccessBindingsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListAccessLevelsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient,168,598,14,14,39,162,45,81,31,81
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListGcpUserAccessBindingsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListGcpUserAccessBindingsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListAccessPoliciesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerSettings.Builder,179,19,0,0,48,5,43,4,43,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1,AccessContextManagerClient.ListServicePerimetersFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,HttpJsonAccessContextManagerStub,104,2122,0,0,34,893,26,114,26,114
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,GrpcAccessContextManagerStub,104,1189,0,0,34,484,26,50,26,50
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.Builder,292,1383,0,0,59,538,4,44,4,44
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStub,210,7,0,0,42,3,42,3,42,3
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings,28,408,1,3,7,136,5,53,4,52
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,AccessContextManagerStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,GrpcAccessContextManagerCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-identity-accesscontextmanager,com.google.identity.accesscontextmanager.v1.stub,HttpJsonAccessContextManagerCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient,167,1056,28,28,31,284,53,134,25,134
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListMetadataStoresPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexServiceClient.ListIndexesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,EndpointServiceSettings.Builder,91,14,0,0,26,4,21,3,21,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListHyperparameterTuningJobsPagedResponse,0,20,0,0,0,7,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListTrainingPipelinesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardTimeSeriesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListArtifactsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListDatasetsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,SpecialistPoolServiceSettings,96,6,0,0,26,3,23,2,23,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceSettings,131,6,0,0,30,3,30,2,30,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListFeaturestoresPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceSettings.Builder,123,14,0,0,34,4,29,3,29,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceSettings,251,6,0,0,56,3,54,2,54,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListExecutionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListFeaturesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceClient.SearchMigratableResourcesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.SearchModelDeploymentMonitoringStatsAnomaliesPagedResponse,0,20,0,0,0,8,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardTimeSeriesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListHyperparameterTuningJobsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,EndpointServiceClient.ListEndpointsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.SearchModelDeploymentMonitoringStatsAnomaliesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient,119,548,14,14,26,142,34,72,20,72
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceSettings.Builder,115,14,0,0,32,4,27,3,27,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,EndpointServiceClient.ListEndpointsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListDataItemsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelEvaluationSlicesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelVersionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardExperimentsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,EndpointServiceClient.ListEndpointsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceClient.SearchMigratableResourcesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexServiceSettings.Builder,87,14,0,0,25,4,20,3,20,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreOnlineServingServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PredictionServiceClient,56,188,3,3,16,56,14,25,11,25
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelEvaluationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexEndpointServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListMetadataSchemasFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceSettings.Builder,171,14,0,0,46,4,41,3,41,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListAnnotationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ExportTensorboardTimeSeriesDataPagedResponse,0,20,0,0,0,7,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceClient.ListTrialsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreOnlineServingServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelEvaluationSlicesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexServiceClient.ListIndexesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListDataLabelingJobsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListDatasetsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListPipelineJobsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelEvaluationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListEntityTypesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceSettings.Builder,59,14,0,0,18,4,13,3,13,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient,111,416,10,10,26,101,30,56,20,56
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PredictionServiceSettings,71,6,0,0,18,3,18,2,18,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListEntityTypesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceSettings.Builder,183,14,0,0,49,4,44,3,44,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListFeaturestoresPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListArtifactsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ExportTensorboardTimeSeriesDataPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,SpecialistPoolServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexEndpointServiceSettings,121,6,0,0,31,3,28,2,28,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListDatasetsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceSettings,151,6,0,0,35,3,34,2,34,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexEndpointServiceClient.ListIndexEndpointsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardRunsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient,95,397,10,10,22,112,26,53,16,53
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceSettings,71,6,0,0,19,3,18,2,18,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexServiceClient.ListIndexesPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexEndpointServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PredictionServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListMetadataStoresFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,EndpointServiceClient,93,329,7,7,23,91,24,42,17,42
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexEndpointServiceClient,97,326,7,7,24,95,25,44,18,44
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardRunsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,SpecialistPoolServiceClient.ListSpecialistPoolsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,SpecialistPoolServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceSettings,211,6,0,0,55,3,46,2,46,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardExperimentsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,IndexServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MetadataServiceClient.ListExecutionsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListPipelineJobsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardExperimentsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListHyperparameterTuningJobsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceClient.ListStudiesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListSavedQueriesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,VizierServiceClient.ListStudiesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListBatchPredictionJobsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListDataItemsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,SpecialistPoolServiceClient.ListSpecialistPoolsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListBatchPredictionJobsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelEvaluationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelEvaluationSlicesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,DatasetServiceClient.ListAnnotationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,JobServiceClient.ListCustomJobsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListLocationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PipelineServiceClient.ListTrainingPipelinesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PredictionServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,SpecialistPoolServiceClient.ListSpecialistPoolsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,PredictionServiceSettings.Builder,59,14,0,0,18,4,13,3,13,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,MigrationServiceClient,71,142,2,2,20,38,16,21,14,21
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient.ListTensorboardRunsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListFeaturesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.ListLocationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListModelsPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,TensorboardServiceClient,149,912,23,23,29,269,46,118,23,118
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,FeaturestoreServiceClient.SearchFeaturesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-aiplatform,com.google.cloud.aiplatform.v1,ModelServiceClient.ListLocationsPage,0,22,0,0,0,5,0,4,0,4
