GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionAutoscalersClient,66,153,0,0,20,51,15,21,15,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalOrganizationOperationsClient,50,76,0,0,16,20,11,12,11,12
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,AutoscalersClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionInstanceGroupsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,HealthChecksClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionBackendServicesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ServiceAttachmentsClient,66,225,0,0,20,74,15,30,15,30
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetGrpcProxiesSettings.Builder,59,14,0,0,18,4,13,3,13,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ReservationsClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NodeTypesClient,54,84,0,0,17,23,12,12,12,12
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutesClient,58,101,0,0,18,23,13,15,13,15
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SecurityPoliciesSettings,112,10,0,0,26,5,25,4,25,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ServiceAttachmentsClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworksClient.ListPeeringRoutesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PacketMirroringsSettings.Builder,67,14,0,0,20,4,15,3,15,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetSslProxiesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalAddressesSettings,57,10,0,0,14,5,14,4,14,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetSslProxiesClient,78,211,0,0,23,72,18,30,18,30
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InterconnectAttachmentsSettings,72,10,0,0,17,5,17,4,17,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,MachineTypesClient,54,84,0,0,17,23,12,12,12,12
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ImagesSettings.Builder,91,14,0,0,26,4,21,3,21,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetSslProxiesSettings,107,10,0,0,24,5,24,4,24,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DiskTypesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,AutoscalersClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionNetworkFirewallPoliciesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ForwardingRulesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetPoolsSettings.Builder,99,14,0,0,28,4,23,3,23,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ForwardingRulesSettings.Builder,79,14,0,0,23,4,18,3,18,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NodeTemplatesClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,AddressesSettings,62,10,0,0,15,5,15,4,15,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InterconnectAttachmentsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ZonesClient,50,61,0,0,16,15,11,9,11,9
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,MachineImagesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,MachineTypesClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkEndpointGroupsClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionUrlMapsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupsSettings,97,10,0,0,22,5,22,4,22,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SnapshotsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NodeTemplatesSettings,77,10,0,0,18,5,18,4,18,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionTargetHttpsProxiesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DiskTypesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DisksClient,82,321,0,0,24,102,19,42,19,42
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceTemplatesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionCommitmentsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,UrlMapsClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionCommitmentsClient,62,130,0,0,19,40,14,18,14,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SslCertificatesClient,62,120,0,0,19,36,14,18,14,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkFirewallPoliciesClient,86,358,0,0,25,122,20,51,20,51
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ServiceAttachmentsSettings,87,10,0,0,20,5,20,4,20,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,HealthChecksClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PublicDelegatedPrefixesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionDiskTypesSettings.Builder,35,14,0,0,12,4,7,3,7,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ImageFamilyViewsSettings.Builder,31,14,0,0,11,4,6,3,6,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionBackendServicesClient,66,182,0,0,20,62,15,24,15,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,VpnGatewaysClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutesSettings,57,10,0,0,14,5,14,4,14,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DisksClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ProjectsClient.ListXpnHostsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstancesClient.ListReferrersFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DisksSettings.Builder,107,14,0,0,30,4,25,3,25,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupsClient.ListInstancesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SubnetworksClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetHttpsProxiesClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ResourcePoliciesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SecurityPoliciesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,VpnGatewaysSettings.Builder,71,14,0,0,21,4,16,3,16,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NodeTemplatesClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ImageFamilyViewsSettings,32,10,0,0,9,5,9,4,9,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionUrlMapsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SecurityPoliciesClient,78,246,0,0,23,80,18,36,18,36
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutersClient.GetNatMappingInfoPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstancesSettings,412,10,0,0,87,5,85,4,85,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SubnetworksClient.ListUsablePage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallPoliciesClient,90,365,0,0,26,105,21,57,21,57
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ProjectsClient,90,275,0,0,26,83,21,42,21,42
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ReservationsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ResourcePoliciesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkEndpointGroupsSettings.Builder,79,14,0,0,23,4,18,3,18,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionNetworkFirewallPoliciesSettings,157,10,0,0,45,5,34,4,34,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupsClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupsSettings.Builder,83,14,0,0,24,4,19,3,19,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SubnetworksClient.ListUsablePagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,VpnTunnelsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,UrlMapsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworksClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetInstancesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SslPoliciesClient,62,142,0,0,19,38,14,21,14,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,BackendBucketsSettings.Builder,91,14,0,0,26,4,21,3,21,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ZoneOperationsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupManagersClient.ListPerInstanceConfigsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupsClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PacketMirroringsClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InterconnectsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DisksSettings,127,10,0,0,28,5,28,4,28,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionOperationsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalAddressesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,LicensesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetTcpProxiesClient,66,145,0,0,20,48,15,21,15,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetPoolsClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceTemplatesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,VpnGatewaysClient,66,200,0,0,20,65,15,27,15,27
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkEdgeSecurityServicesClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SslCertificatesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,BackendServicesClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NodeTemplatesClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionInstanceGroupsSettings.Builder,47,14,0,0,15,4,10,3,10,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalOperationsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionNetworkFirewallPoliciesClient,86,413,0,0,25,149,20,54,20,54
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,MachineTypesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionSecurityPoliciesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,AcceleratorTypesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,HealthChecksClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetGrpcProxiesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionInstanceGroupManagersClient.ListErrorsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionDisksSettings,122,10,0,0,27,5,27,4,27,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetVpnGatewaysSettings.Builder,55,14,0,0,17,4,12,3,12,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionNetworkEndpointGroupsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetHttpsProxiesSettings.Builder,103,14,0,0,29,4,24,3,24,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutersClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionUrlMapsSettings.Builder,71,14,0,0,21,4,16,3,16,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetVpnGatewaysClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ReservationsClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InterconnectsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InterconnectLocationsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ProjectsSettings,137,10,0,0,30,5,30,4,30,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,UrlMapsSettings.Builder,83,14,0,0,24,4,19,3,19,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionCommitmentsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetGrpcProxiesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallPoliciesSettings,167,10,0,0,36,5,36,4,36,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallsClient,66,145,0,0,20,42,15,21,15,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionDisksClient,78,302,0,0,23,106,18,39,18,39
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalForwardingRulesClient,70,167,0,0,21,56,16,24,16,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SecurityPoliciesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetGrpcProxiesSettings,67,10,0,0,16,5,16,4,16,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ReservationsClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionAutoscalersSettings,77,10,0,0,18,5,18,4,18,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupManagersClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallsSettings,77,10,0,0,18,5,18,4,18,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalNetworkEndpointGroupsClient,70,166,0,0,21,55,16,24,16,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionNotificationEndpointsSettings,57,10,0,0,14,5,14,4,14,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupManagersClient.ListPerInstanceConfigsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DiskTypesSettings.Builder,39,14,0,0,13,4,8,3,8,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InterconnectLocationsClient,50,61,0,0,16,18,11,9,11,9
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,MachineImagesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,LicensesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstancesClient.ListReferrersPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SnapshotsSettings.Builder,71,14,0,0,21,4,16,3,16,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkEndpointGroupsClient,74,226,0,0,22,75,17,30,17,30
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SnapshotsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetHttpProxiesClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PacketMirroringsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NodeGroupsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallPoliciesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionDiskTypesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,VpnTunnelsClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutersClient.GetNatMappingInfoPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,SubnetworksClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetHttpProxiesSettings.Builder,71,14,0,0,21,4,16,3,16,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetVpnGatewaysClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionInstanceGroupsClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,DiskTypesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkFirewallPoliciesSettings.Builder,127,14,0,0,35,4,30,3,30,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,MachineImagesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionInstanceGroupManagersClient.ListErrorsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetSslProxiesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionInstanceGroupManagersClient,118,466,0,0,33,170,28,60,28,60
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PublicAdvertisedPrefixesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworkEdgeSecurityServicesClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,NetworksClient.ListPeeringRoutesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ImagesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PublicAdvertisedPrefixesClient,62,123,0,0,19,40,14,18,14,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionTargetHttpProxiesClient.ListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ServiceAttachmentsClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,AutoscalersClient.AggregatedListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RoutersClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionUrlMapsSettings,82,10,0,0,19,5,19,4,19,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,FirewallsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PublicAdvertisedPrefixesSettings,67,10,0,0,16,5,16,4,16,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ForwardingRulesClient,74,200,0,0,22,66,17,27,17,27
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,HealthChecksSettings,82,10,0,0,19,5,19,4,19,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalOrganizationOperationsClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,PacketMirroringsClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionDisksClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,TargetGrpcProxiesClient,62,123,0,0,19,40,14,18,14,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionDiskTypesClient.ListPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,InstanceGroupManagersClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ProjectsClient.GetXpnResourcesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,RegionCommitmentsClient.AggregatedListFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,GlobalNetworkEndpointGroupsClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ServiceAttachmentsClient.AggregatedListPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1,ForwardingRulesClient.ListPagedResponse,0,20,0,0,0,5,0,3,0,3
